,,bundle_adjacency_voxels,bundle_adjacency_voxels,bundle_adjacency_voxels,bundle_adjacency_voxels,bundle_adjacency_voxels,bundle_adjacency_voxels,bundle_adjacency_voxels,bundle_adjacency_voxels,dice_voxels,dice_voxels,dice_voxels,dice_voxels,dice_voxels,dice_voxels,dice_voxels,dice_voxels,w_dice_voxels,w_dice_voxels,w_dice_voxels,w_dice_voxels,w_dice_voxels,w_dice_voxels,w_dice_voxels,w_dice_voxels,volume_overlap,volume_overlap,volume_overlap,volume_overlap,volume_overlap,volume_overlap,volume_overlap,volume_overlap,volume_overreach,volume_overreach,volume_overreach,volume_overreach,volume_overreach,volume_overreach,volume_overreach,volume_overreach,dice_voxels_endpoints,dice_voxels_endpoints,dice_voxels_endpoints,dice_voxels_endpoints,dice_voxels_endpoints,dice_voxels_endpoints,dice_voxels_endpoints,dice_voxels_endpoints,w_dice_voxels_endpoints,w_dice_voxels_endpoints,w_dice_voxels_endpoints,w_dice_voxels_endpoints,w_dice_voxels_endpoints,w_dice_voxels_endpoints,w_dice_voxels_endpoints,w_dice_voxels_endpoints,volume_overlap_endpoints,volume_overlap_endpoints,volume_overlap_endpoints,volume_overlap_endpoints,volume_overlap_endpoints,volume_overlap_endpoints,volume_overlap_endpoints,volume_overlap_endpoints,volume_overreach_endpoints,volume_overreach_endpoints,volume_overreach_endpoints,volume_overreach_endpoints,volume_overreach_endpoints,volume_overreach_endpoints,volume_overreach_endpoints,volume_overreach_endpoints,density_correlation,density_correlation,density_correlation,density_correlation,density_correlation,density_correlation,density_correlation,density_correlation,density_correlation_endpoints,density_correlation_endpoints,density_correlation_endpoints,density_correlation_endpoints,density_correlation_endpoints,density_correlation_endpoints,density_correlation_endpoints,density_correlation_endpoints,bundle_adjacency_streamlines,bundle_adjacency_streamlines,bundle_adjacency_streamlines,bundle_adjacency_streamlines,bundle_adjacency_streamlines,bundle_adjacency_streamlines,bundle_adjacency_streamlines,bundle_adjacency_streamlines
T01vsT02,R_Area_11l,24.0,1.0726766866649884,0.08004118116872545,1.0,1.0212839578914574,1.0398689361611124,1.0892925069360786,1.260433161461135,24.0,0.8756003586122466,0.03531214806400051,0.7830290010741131,0.8548638546750322,0.8749572190813181,0.8940187367305273,0.9453499520613612,24.0,0.9913969039916988,0.009858309338705731,0.954452991485595,0.989743962883949,0.9955505430698393,0.9969313740730286,0.999355792999267,24.0,8470.569105148315,1604.8238635207088,5871.2969970703125,7451.246709823608,8293.207008361816,8994.500816345215,12517.279014587402,24.0,2391.6701135635376,747.0873217331208,929.6220245361328,1914.2874584198,2319.977771759033,2752.170467376709,3963.125473022461,24.0,0.8405027417254907,0.038990634907148214,0.75642965204236,0.8132262551932583,0.8499772229023715,0.868467906030336,0.920086393088552,24.0,0.9748788674672442,0.01785929225256557,0.9293212294578552,0.9686714261770246,0.9815172255039211,0.9866687804460523,0.996614933013916,24.0,3197.614354133606,644.6640350963571,2038.644790649414,2819.4457454681396,2980.4986839294434,3590.053476333618,4729.655914306641,24.0,1198.3833627700806,312.5077280075316,603.4388580322266,984.6654338836669,1223.1868743896484,1351.6214962005615,1834.7803115844729,24.0,0.9324865189790549,0.050528981008848076,0.81875240889984,0.9077697300666413,0.948235334204292,0.9730115781859615,0.99560663915854,24.0,0.9013939730480091,0.045251445355392196,0.775793086197865,0.8860990500697893,0.900751656336253,0.9297997969025601,0.9800592711339232,24.0,0.5860177137268081,0.3445008929632437,0.113861262798309,0.38735181093215876,0.5109001994132996,0.6901470422744745,1.574776589870452
T01vsT02,R_Area_13l,24.0,1.2594132312649082,0.3864560440208589,1.0,1.036851002277237,1.148589469299171,1.2081044192381438,2.416251563220317,24.0,0.7837401345363677,0.12998591417986624,0.414991852254209,0.7766733491588168,0.814012526358858,0.8606683101201743,0.940774487471526,24.0,0.9347905044754343,0.12757633006809185,0.415237724781036,0.9475459605455397,0.9824312925338741,0.9927112609148021,0.998961210250854,24.0,4928.4237813949585,1799.0732055050169,2511.610382080078,3906.043418884278,4664.419281005859,5253.58762550354,9687.640045166016,24.0,3090.245728492737,2923.4963440713723,424.0381164550781,1559.5632648468018,2246.5865592956543,3155.822135925294,13593.683464050291,24.0,0.8076407628665102,0.08535894844911757,0.489038785834738,0.7861073223594475,0.8226100265034151,0.8485393550624127,0.918518518518518,24.0,0.9457090273499485,0.0975041767072938,0.5156060457229611,0.9517259001731866,0.9772615432739251,0.9851870536804197,0.995941877365112,24.0,1770.563000679016,356.33788871853585,1133.4865036010742,1482.094762802124,1867.3986282348628,2024.3742771148682,2397.446273803711,24.0,869.1422290802002,473.90553123946574,269.10111236572266,640.134464263916,827.6897850036621,941.8538932800292,2470.83748626709,24.0,0.790318418569185,0.21252252764638005,0.0,0.7449005272162172,0.8369914438915971,0.9337540500130552,0.9907454551916672,24.0,0.7751896720574526,0.20575755645181049,0.0,0.7719209415922783,0.8385038981593946,0.8853766640316528,0.98426872008584,24.0,1.4156021578237408,1.2192705975332698,0.157931886613369,0.5249135941267008,0.9605569243431085,2.3485891520977016,4.740827560424805
T01vsT02,R_Area_25,24.0,1.5980155760159116,0.7354995974277517,1.0,1.1830206568942627,1.318989552585413,1.6619447175760154,4.26061724548386,24.0,0.6709519724739336,0.15872694906639487,0.091903719912472,0.6269040825285332,0.6837581120943951,0.7615548814739915,0.8933823529411761,24.0,0.8573370175436136,0.18958538757173393,0.064899794757366,0.8358870148658746,0.9209376573562615,0.9499573856592177,0.9961604475975032,24.0,2563.2560501098633,1127.3127321456157,513.7384872436523,1934.6739063262937,2360.7506675720215,3133.3970432281494,5594.041305541992,24.0,2632.2301988601685,1958.9683105194993,472.96559143066406,1759.3504543304443,2222.1228218078613,2835.754903793335,10152.451057434082,24.0,0.6636500820099832,0.15260466840359166,0.180672268907563,0.6334965092587043,0.6722801495180005,0.7437803548419063,0.9010989010989012,24.0,0.8574653981874384,0.16465357558074087,0.172057911753654,0.8323782533407209,0.8989979624748226,0.9413636475801463,0.9925988316535952,24.0,1234.7391948699951,433.1310034184214,350.6469039916992,913.3128662109376,1190.5685577392578,1522.8676586151123,2250.663848876953,24.0,1247.3108377456665,619.1761817011317,220.17363739013672,931.6606693267821,1031.5542640686035,1657.4182147979736,3180.285873413086,24.0,0.5980171189287125,0.2835665440741223,0.0,0.3912203864141945,0.6398510975182801,0.852277073088575,0.9697591841116352,24.0,0.6295948740764751,0.25828401199792445,0.0,0.4460032262000112,0.672225767113746,0.8657714766227881,0.9562722093686912,24.0,2.245801947907441,1.9801322627172604,0.210357010364532,1.1705803573131555,1.8533141613006592,2.9991515179475146,10.085167407989502
T01vsT02,R_Area_44,24.0,1.2274569822097037,0.31648929247965185,1.002495262423934,1.0186304498876022,1.0628433706362574,1.353955358446079,2.164962557130439,24.0,0.8200136535162169,0.10903089247195075,0.597949570518149,0.706550537194959,0.870072623148836,0.901856617221902,0.933174933174933,24.0,0.958822724719842,0.06056591951082874,0.798022210597991,0.9570737928152082,0.9893406331539152,0.9957724064588543,0.99893969297409,24.0,10249.626459121704,2564.314177451059,5822.369522094727,8723.361059188843,10030.132369995117,11479.60881614685,17410.026512145996,24.0,4552.973365783691,3128.5777252341163,1345.5055618286133,2515.687671661377,3579.860252380371,5567.53892326355,11832.2943649292,24.0,0.8456527626052747,0.06738328939173821,0.649789029535864,0.8366237821886238,0.8699385344065631,0.8892127702326001,0.910091743119266,24.0,0.9704593320687608,0.040224187985533406,0.8392567634582521,0.9719882756471631,0.98779872059822,0.9918972402811044,0.996626019477844,24.0,3223.4371881484985,684.0659223337257,1590.142936706543,2782.7501392364507,3135.435688018799,3689.9470710754395,4362.699851989746,24.0,1157.9502410888672,506.50374960998994,546.356803894043,894.9650630950928,966.3176307678223,1312.8872451782227,2707.320281982422,24.0,0.7849933853585757,0.23002491559475133,0.052246047897527,0.7310319871262316,0.8783225015593401,0.9207524338884615,0.991040523378747,24.0,0.8360256520323995,0.15912061351057025,0.32270048287215,0.7878651409603002,0.9085848908037846,0.938121885552285,0.9790964827631,24.0,0.9424380222335453,0.7498489273022917,0.225675076246261,0.4424817189574235,0.708394736051559,1.1525773555040357,2.874941706657409
T01vsT02,R_Area_45,24.0,1.037221979424092,0.04791632887330961,1.0,1.0119798046584914,1.02520164776974,1.0489964653282602,1.235639233666285,24.0,0.902956862402855,0.023429851998094033,0.830057803468208,0.8935362584244427,0.9054766327338886,0.915760952335579,0.947403685092127,24.0,0.9958693856994306,0.004961503937710221,0.9744842052459712,0.9959564656019207,0.9971056580543516,0.9978731721639631,0.9994540214538572,24.0,12735.074233055115,2245.3670040509505,9997.514053344728,11285.937561035156,11970.92221069336,13559.026502609255,17499.72688293457,24.0,2746.0545330047607,818.608185172304,1280.268928527832,2179.3112812042236,2723.629440307617,3155.822135925293,4794.892547607422,24.0,0.8741237680626424,0.02763178689039776,0.808648648648648,0.855577525618578,0.8752541797167256,0.8952599180754512,0.9225352112676052,24.0,0.987318210303783,0.007373746792692152,0.9625217914581292,0.9849420934915543,0.9895392954349516,0.9918504357337948,0.997162282466888,24.0,4043.312168121338,771.3981777020741,2642.0836486816406,3612.4785690307617,3832.6522064208984,4676.651149749756,5830.524101257324,24.0,1175.2787218093872,363.7655503908782,546.356803894043,903.1196422576904,1215.0322952270508,1425.0127086639404,2038.644790649414,24.0,0.941887046858429,0.031182629742763132,0.85072325090588,0.9264249721805599,0.9485148162619457,0.960246383899028,0.995797537088926,24.0,0.9319117373902966,0.026007736079068783,0.8796328994311221,0.9180772013124886,0.9376145984091047,0.9471575833814055,0.98284058940989,24.0,0.4875448442374662,0.2599652315584363,0.090970948338508,0.3110116720199583,0.4638351872563355,0.5863599106669423,1.395647764205932
T01vsT02,R_Area_46,24.0,1.0481634419906498,0.06268378508426407,1.004085780037013,1.010478602326618,1.0201048710512635,1.034098769610746,1.178476811353522,24.0,0.902705838747019,0.03115505493090625,0.790818215475749,0.8910302433752145,0.9151049795684845,0.9228924158391241,0.941481695012972,24.0,0.9955500240127243,0.006638450108248298,0.9662570357322692,0.9955171048641198,0.9977076351642606,0.9983895570039747,0.9992988705635072,24.0,13054.122142791748,2397.4301945243883,8276.897850036621,11771.135021209717,13206.340953826904,14472.33936882019,17426.33567047119,24.0,2778.6728496551514,846.0120646279086,1321.0418243408203,2273.088941574097,2633.929069519043,3080.3922786712646,4607.337226867676,24.0,0.8783900723944451,0.03129902278933649,0.8018223234624141,0.8664534666929871,0.8914495247459846,0.8984646894352379,0.9280125195618152,24.0,0.9875537330905594,0.00839105478868355,0.96643316745758,0.9842685610055925,0.9915598630905145,0.992666989564895,0.996523201465606,24.0,4858.430310249329,939.0289495390632,2870.411865234375,4258.728967666626,4892.747497558594,5408.5246295928955,6686.754913330078,24.0,1339.389627456665,389.9415762634688,530.0476455688477,1115.1387004852295,1276.1916389465332,1584.0270023345947,2136.499740600586,24.0,0.939582648615294,0.0716160559344517,0.628871898603519,0.9246464858841459,0.9584019742745495,0.9720062681924183,0.9980116059375592,24.0,0.9267018892802653,0.04011083132199619,0.7995685993567511,0.9082439072646784,0.9296067135398423,0.9525723072170937,0.9830516141654412,24.0,0.45497849568103704,0.31397041706369594,0.038981493562459,0.23996753431856552,0.372951582074165,0.5587524250149724,1.386620342731475
T01vsT02,R_Area_47l,24.0,1.0192357620374586,0.030233297389317598,1.0,1.0019543497045125,1.009614600629132,1.0189487889972213,1.133711953212875,24.0,0.9120464319228322,0.019973403188503405,0.864807624426403,0.897466316292403,0.9150881606285002,0.9234970263496967,0.9543099387658972,24.0,0.9971436088283854,0.002123793972928809,0.992121875286102,0.9964154809713359,0.9979742765426629,0.9985912442207335,0.999571740627288,24.0,10192.884179115295,1230.4464941247854,7991.487579345703,9416.500288009644,10034.209659576416,10772.199073791504,13014.70834350586,24.0,1975.1070280075073,523.4031305629942,790.9941787719727,1665.5727939605713,1802.161994934082,2322.0164165496826,3123.2038192749023,24.0,0.8939162333086866,0.023049779649339446,0.84106614017769,0.8826022256728773,0.8960982974830596,0.9121184063161862,0.923253150057273,24.0,0.9925024261077242,0.005391260633820961,0.971610963344574,0.9922980517148972,0.9940275549888606,0.9958791434764858,0.997747421264648,24.0,3181.3051958084106,416.3546961475503,2495.301223754883,2951.957656860352,3110.9719505310063,3359.6866149902344,4468.709381103516,24.0,756.3372173309326,197.93167293330686,464.8110122680664,617.7093715667725,705.3710975646973,862.3467464447021,1312.8872451782229,24.0,0.9521702602045566,0.05278305358781978,0.7339379101182111,0.9484786304817818,0.9635866346572686,0.9789006520059688,0.9970818333132572,24.0,0.939975325879615,0.03370448574210739,0.8079415461365731,0.9317810555948957,0.9454547374550256,0.9571957504828987,0.985888700990667,24.0,0.35499362011129615,0.24998524365112743,0.042204592376947,0.23778394982218676,0.305390566587448,0.3773600794374942,1.358139991760254
T01vsT02,R_Area_47m,24.0,1.0965581826173383,0.09686323381180881,1.002203263629644,1.0249547251837403,1.060081539309512,1.1363586128810856,1.389273684272057,24.0,0.8432644418822098,0.058726216810921224,0.73156626506024,0.8010295870098401,0.849555333752237,0.8894806640805062,0.946979038224414,24.0,0.9804097265005107,0.021614946699187818,0.919023931026458,0.9764053821563715,0.9885980188846586,0.9952342361211773,0.999197244644165,24.0,6226.360964775085,1573.452510063004,4044.6712646484375,4988.563802719116,5728.5918617248535,7096.52251625061,10152.451057434082,24.0,2408.6588201522827,1277.1109493039667,701.2938079833984,1565.67919921875,2087.572265625,3009.039710998535,4868.283760070801,24.0,0.8249363000746036,0.06097813264668452,0.676113360323886,0.8061977834612102,0.8277578679872286,0.8723845437282789,0.927480916030534,24.0,0.9629693602522211,0.04300718972659986,0.8263112902641291,0.9577931165695184,0.9755644798278806,0.9870221167802808,0.997643709182739,24.0,1922.4420375823975,417.2075048636164,1190.5685577392578,1714.5002689361572,1920.403392791748,2030.490211486817,3131.3583984375,24.0,817.1567869186401,333.0856592884316,309.87400817871094,554.5113830566406,778.7623100280762,937.7766036987305,1704.3070449829102,24.0,0.8579795016755615,0.1445426183325857,0.390133881690435,0.848505588301494,0.886461711875667,0.9608723943948028,0.994216729151676,24.0,0.8286809098922675,0.12811032285293358,0.410394637875139,0.8107575944967801,0.8586415841227111,0.9041684788224671,0.979851075806804,24.0,0.8374013903861242,0.5518837788478527,0.142410010099411,0.4515237323939798,0.6624670475721355,1.1926336437463751,2.327240467071533
T01vsT02,R_Area_47s,24.0,1.153429046304915,0.16843747673268217,1.0,1.0262494666339537,1.093325924753683,1.2274578038130939,1.593933147453885,24.0,0.8479440736630212,0.06717997829750816,0.6391950167704841,0.821038256053748,0.8655980302139831,0.8883998765548897,0.949814126394052,24.0,0.9736067578196522,0.049572291796575095,0.7522499561309811,0.9701315462589263,0.9885417819023126,0.9934668540954588,0.99936157464981,24.0,9104.927409172058,1541.4770898366621,5439.104301452637,7914.019077301025,9096.433055877686,10282.924324035646,11726.28483581543,24.0,3258.4339237213135,1373.3395049332396,880.6945495605469,2269.011651992798,3204.749610900879,4024.2848167419434,6197.480163574219,24.0,0.8383001971115616,0.057029340040391716,0.723602484472049,0.7997026260071747,0.855779840332316,0.8887041925229499,0.920127795527156,24.0,0.9624022717277206,0.035249201156391574,0.89039933681488,0.9454428553581236,0.9726106524467466,0.9916835129261012,0.996708929538726,24.0,2588.399335861206,482.54476230551575,1802.161994934082,2236.393335342407,2625.7744903564453,2880.6050891876225,3424.923248291016,24.0,1023.3996849060059,444.91301772620955,407.7289581298828,623.8253059387207,998.9359474182128,1427.0513534545898,1908.171524047852,24.0,0.8437515170579003,0.17083023427010943,0.139264994359372,0.7937465251191401,0.8981904437690131,0.9314459698623906,0.9950674023996732,24.0,0.8471761929193752,0.10971037298914432,0.5672158335080211,0.7866993938553116,0.8727636402524556,0.9386099311640432,0.982902987244443,24.0,0.9342412119731304,0.6511015205614694,0.053737387061119,0.4249779395759103,0.8419741541147231,1.4154908359050746,2.617014050483703
T01vsT02,R_Area_8Ad,24.0,1.0327458165637675,0.05672581716065388,1.0,1.0075574142125052,1.013163840408466,1.026943053311076,1.227948787849389,24.0,0.9146407300065915,0.014674333943201237,0.887096774193548,0.9031206609089105,0.9199469244378347,0.9255090958715989,0.9417840375586852,24.0,0.9974397793412204,0.0022491136269283205,0.988166868686676,0.9967578798532478,0.9982334375381465,0.998616904020309,0.999372780323028,24.0,10689.973733901978,1616.306738911444,7983.3330001831055,9665.214952468872,10731.426177978516,11820.062496185303,13593.683464050291,24.0,1994.1343793869019,426.2956109044178,1011.1678161621094,1777.698257446289,1953.0217094421387,2352.596088409424,2739.9385986328125,24.0,0.8831870298398746,0.019557866428660236,0.8349282296650711,0.8727015698038109,0.8864422938648115,0.8944453538495108,0.924657534246575,24.0,0.9901004085938133,0.0057280988511380585,0.974313795566558,0.989055454730987,0.9907476305961604,0.994066953659057,0.997649490833282,24.0,3672.9583644866943,700.4189193185429,2691.0111236572266,3113.0105953216553,3502.3917503356934,4205.724203109741,4892.747497558594,24.0,966.9971790313721,214.04011564289954,538.2022247314453,886.8104839324951,970.3949203491211,1129.4092140197754,1492.287986755371,24.0,0.9709894914470075,0.015064580895821885,0.937496681613582,0.9611735371174068,0.9741643714078589,0.9814769235952489,0.9973347912550532,24.0,0.9520411311210983,0.01952056254961879,0.90873509809882,0.9459736226052271,0.9547453134258045,0.9658457462910942,0.983648004584666,24.0,0.3339069845775757,0.1470914714788801,0.108687467873096,0.2401428092271085,0.320047333836555,0.42494320496916727,0.644921422004699
T01vsT02,R_Area_8Av,24.0,1.0681418065365342,0.0755212389163791,1.0,1.0217532283877124,1.03891417000102,1.0758492274554845,1.280387525479589,24.0,0.893302539614325,0.029761050679704845,0.796804145972792,0.8808082536768965,0.9013551117553367,0.9137857898421059,0.946938775510204,24.0,0.9936478286981579,0.007575998247294259,0.963008642196655,0.9931426048278804,0.9961045980453487,0.9976485222578046,0.9992458224296572,24.0,16674.755290985107,3734.650686890204,10690.653282165527,14547.769226074219,17438.567539215088,18506.81740951538,26412.68190765381,24.0,4046.370135307312,1517.3596297384847,1272.1143493652344,3194.5563869476314,3628.787727355957,5017.104829788208,7673.458992004394,24.0,0.8561402686676044,0.04012153064054789,0.716785482825664,0.8434261781704299,0.8586388555011575,0.8717371624698703,0.92806484295846,24.0,0.9829516361157095,0.012707792804347362,0.941709339618682,0.9811567068099973,0.986525565385818,0.9907217621803275,0.997271537780761,24.0,5217.5715675354,1190.1451307554125,3261.8316650390625,4411.627326965332,5116.998424530029,5932.456340789795,7469.594512939453,24.0,1769.8834524154663,653.0815901674017,578.9751205444336,1351.6214962005615,1663.534149169922,2069.2244625091557,3563.551094055176,24.0,0.9398510779960988,0.03954873805981909,0.8412735398731571,0.909168152970273,0.9550279292555386,0.9681335190009785,0.9948693942769612,24.0,0.9334538627353647,0.03588013201300902,0.8173052919456241,0.9225161958008676,0.9410000071237377,0.9597382101043616,0.980362898312704,24.0,0.6967488263423242,0.5096653351709959,0.150585681200027,0.303374223411083,0.43665717542171445,1.0656168907880779,1.780405342578888
T01vsT02,R_Area_8BM,24.0,1.0377379807227427,0.04031202686326214,1.002556873841809,1.0151070967404865,1.024006061649256,1.037708083295804,1.163396436094543,24.0,0.9160024999202392,0.017019955830293313,0.8806443739321451,0.9058917188556229,0.9203676683902452,0.9246899275481664,0.949290060851927,24.0,0.9970498780409492,0.002877417133482058,0.986630856990814,0.9971512854099273,0.9982299208641052,0.9985076785087583,0.999281883239746,24.0,14008.207904815674,1618.5674889868453,11196.237190246582,13145.181610107422,13822.011680603026,14745.517770767212,17361.09903717041,24.0,2591.797077178955,700.5334560752965,1223.1868743896484,2193.5817947387695,2519.764961242676,2774.5955600738525,4248.535743713379,24.0,0.891840129892501,0.02167919086675793,0.8272506082725061,0.8783225952521874,0.8953824798107817,0.9041451883242143,0.938189845474613,24.0,0.9913642729322111,0.006008721892142692,0.9697904586791992,0.9908642917871467,0.9928824901580806,0.9947735220193862,0.997375547885894,24.0,4110.247672080994,549.4910005055754,2772.556915283203,3777.6087970733643,4101.753318786621,4489.09582901001,5080.30281829834,24.0,997.2370767593384,228.22029693373648,456.6564331054688,813.4192714691162,1007.0905265808105,1162.027530670166,1418.8967742919922,24.0,0.9651834032690193,0.02427143051557276,0.885443970973487,0.9596664350421388,0.9730289502556326,0.9789797327173284,0.9952025302509112,24.0,0.9480465402555739,0.025310272196549164,0.8465389313874251,0.9404270239410628,0.9544650074423411,0.9608536709473569,0.9837309489379372,24.0,0.4643101456264651,0.34309715147935976,0.080658040940761,0.264781739562749,0.3350801244378085,0.5839256495237345,1.609511911869049
T01vsT02,R_Area_8B_Lateral,24.0,1.0212138930862409,0.03142612461744732,1.0,1.0049482548063429,1.0103516162656736,1.0182732343735914,1.117635197365819,24.0,0.9184475107975456,0.014842378250087353,0.8745800671892491,0.9141175503997637,0.9187919525988345,0.9268465635135904,0.944839255499153,24.0,0.9978859027226763,0.0014579711698211061,0.9929699897766112,0.9978377670049664,0.9983823895454407,0.9986564218997953,0.999366700649261,24.0,14950.401572227478,1631.8335184724922,11383.792510986328,13844.436773300173,14979.961921691895,16125.680294036867,18241.79358673096,24.0,2652.9564208984375,508.4900836811034,1329.196403503418,2269.011651992798,2674.7019653320312,2935.6484985351562,3653.25146484375,24.0,0.8963014302582577,0.014123541397017304,0.8652138821630341,0.8890729837053258,0.898149798779754,0.9056542666983597,0.9219968798751952,24.0,0.9916178286075588,0.0039676534682377956,0.976143896579742,0.9901841878890988,0.9925386011600491,0.9935948848724361,0.996812224388122,24.0,4944.053391456604,540.0335089724423,4093.598739624024,4497.250408172607,4835.66544342041,5208.737440109253,6099.625213623047,24.0,1145.3785982131958,201.66117735481683,717.6029663085938,1035.6315536499023,1141.641082763672,1284.3462181091309,1581.9883575439453,24.0,0.9761727500519782,0.013750519885313079,0.939601742508412,0.9730525268948604,0.9796226040496301,0.9828371742979676,0.996216478423016,24.0,0.9542322528894838,0.013792267165153835,0.9256924276447692,0.9456344819950753,0.9564028293447776,0.964680311105442,0.9815856818754152,24.0,0.2847617371007795,0.12915555501575066,0.135550551116466,0.19264404103159824,0.265663810074329,0.3476242050528523,0.688665598630905
T01vsT02,R_Area_8C,24.0,1.0711329037675368,0.08410596593615048,1.0,1.0147654666426138,1.042045384423804,1.0987728423388945,1.32718415291589,24.0,0.8819831488844895,0.04246180023751592,0.777155655095184,0.8588581416806813,0.8887742212730485,0.9147900283556324,0.947555555555555,24.0,0.9912707035740214,0.009153239260571575,0.963302850723266,0.9854671359062194,0.9944938719272611,0.9974061846733089,0.999291121959686,24.0,11717.450708389282,2572.0774420729495,8692.781387329102,9783.456350326538,11714.052967071531,12692.602466583252,18918.62365722656,24.0,3240.7656688690186,1584.1140586267652,962.2403411865234,2158.924833297729,2874.489154815674,4091.560094833375,7070.020133972168,24.0,0.8655790298499916,0.03229389878900254,0.7863590772316951,0.8596128212116818,0.8736354662640806,0.8847877242866944,0.9257425742574252,24.0,0.9827817454934117,0.0146046166132544,0.9407691359519952,0.9821268171072003,0.987753748893737,0.9908932447433467,0.997144937515258,24.0,3464.3370475769043,718.4633012462513,2487.146644592285,3055.9285411834717,3253.677085876465,3585.976186752319,5618.505043029785,24.0,1083.1999320983887,363.95906398315424,489.2747497558594,878.6559047698975,929.6220245361328,1219.1095848083496,2038.644790649414,24.0,0.8877712930146435,0.07363484912828673,0.712402224696511,0.8530881944426303,0.901184003532749,0.9342281264670338,0.9946808209380872,24.0,0.8926112397679852,0.06951011843613616,0.7056950676422521,0.8502657463525138,0.9162978914136262,0.9416216889475195,0.984382865936568,24.0,0.7519476742794113,0.5435926822905832,0.169549189507961,0.327518202364444,0.6265687942504881,1.0205499529838558,2.442433595657348
T01vsT02,R_Area_9-46d,24.0,1.0204777693863878,0.026191263692348324,1.001428322628872,1.0081543010469103,1.0153213109992105,1.0210726072822154,1.132709356568625,24.0,0.9211642732569616,0.012460505818990695,0.8988954970263381,0.9109677008012963,0.919970193794817,0.930985346465462,0.9443084455324352,24.0,0.9980983709295588,0.0008470504735209241,0.995225489139556,0.9976934939622875,0.9980856478214262,0.9986451268196099,0.999218106269836,24.0,13841.039031982422,2194.666475285491,10723.271598815918,12429.617288589478,13132.949741363525,15077.816871643066,18820.76870727539,24.0,2369.584794998169,541.5381466501939,1484.1334075927734,1987.6786708831785,2344.441509246826,2499.3785133361816,3645.096885681152,24.0,0.8938486399845108,0.014038291504168136,0.8652246256239601,0.8863536476477305,0.8981543587383001,0.9037919926958302,0.915681639085894,24.0,0.991519063711166,0.0033761347379914638,0.982938468456268,0.9902448505163188,0.9919893741607659,0.9937283098697657,0.996071815490722,24.0,5218.9306640625,922.8297183710107,3424.923248291016,4717.424045562744,4819.356285095215,5573.654857635498,7282.039192199707,24.0,1244.9324188232422,306.6916249628271,872.5399703979492,1045.8247776031494,1125.3319244384766,1418.8967742919922,1981.5627365112305,24.0,0.9683604150060711,0.011659224353309943,0.950423375987237,0.9599799342044402,0.9665991043924407,0.9770421981216507,0.99555843437798,24.0,0.9459478588769358,0.017245826549525545,0.895211194719542,0.9384233538407311,0.9469889703304726,0.9574664990089,0.981021730393909,24.0,0.3313041818328198,0.14281920356500785,0.098711695522069,0.213334754109382,0.3334813117980955,0.4267603456974025,0.6744805574417111
T01vsT02,R_Area_9_Middle,24.0,1.027546935921042,0.033637340811724904,1.002071067811865,1.0078464310495494,1.0177855564560838,1.0264318868058369,1.137745762372376,24.0,0.9138304088561219,0.018198950249981104,0.851407284768211,0.9022495429332835,0.9159157513290797,0.9279266854463353,0.936945139995447,24.0,0.997253447771072,0.0019294784858023095,0.9899592995643612,0.9964590072631833,0.997865885496139,0.9984873980283736,0.9990159869194032,24.0,16948.61324119568,1965.3983584383423,13813.85710144043,15695.526243209837,16778.046627044678,18606.711004257202,21642.25309753418,24.0,3204.070062637329,835.4812350050661,2258.818428039551,2744.0158882141113,2960.112236022949,3367.841194152832,5854.987838745117,24.0,0.8775936197013275,0.03258670791373745,0.769662921348314,0.8695854411752155,0.8884194243329986,0.8983330894758808,0.916041979010494,24.0,0.9860567947228747,0.009919432978766792,0.9511784315109252,0.9836127460002893,0.9899249672889705,0.9917691200971599,0.995132863521575,24.0,5247.131916999817,677.8480044695517,4142.526214599609,4794.892547607423,5051.761791229248,5799.944429397583,7322.812088012695,24.0,1462.3878631591797,409.8483675701029,913.3128662109376,1215.0322952270508,1394.4330368041992,1669.6500835418701,2674.7019653320312,24.0,0.9586285738226361,0.03109932219157859,0.8589029607260791,0.9538877278102097,0.9675949881248885,0.9750231166065605,0.9950857154096272,24.0,0.9392544834184978,0.01724549463982396,0.8988414764529171,0.926189139718651,0.9401496095768436,0.9521394198145804,0.9782021283316852,24.0,0.533251574185366,0.4323458370193807,0.054849339649081,0.23895318992435874,0.4267573654651635,0.6428608670830723,1.95979243516922
